1,005884424
1,007947055
1,007416459
1,005821086
1,004210605
1,001561421
0,997902518
0,992987797
0,986866719
0,979729255
0,97269459
0,964576872
0,956214698
0,948418229
0,942017982
0,937377559
0,933122407
0,928331706
0,922058627
0,913024381
0,901124819
0,886521707
0,869666729
0,851512998
0,831876994
0,811413165
0,790606634
0,7691068
0,747622929
0,726014522
0,704349027
0,682905998
0,66195979
0,641131033
0,620682468
0,600655229
0,581085084
0,562002721
0,543434046
0,525400502
0,507919389
0,490801472
0,474263859
0,458115481
0,442563278
0,427608767
0,412870023
0,398735402
0,385014905
0,371892307
0,359000344
0,346699509
0,334805105
0,323142747
0,31205278
0,301191109
0,290884948
0,280800399
0,271095471
0,26160901
0,252492275
0,243736794
0,235333809
0,227132261
0,219270608
0,211739428
0,204395451
0,197237246
0,190391446
0,183848185
0,177351726
0,171268885
0,16534652
0,159582481
0,153974554
0,148630591
0,143540865
0,138485107
0,133674053
0,129098231
0,124551654
0,120230944
0,116033109
0,112047445
0,108175601
0,104415271
0,10076416
0,097219981
0,093861772
0,090601993
0,08743847
0,084444646
0,081465315
0,078647793
0,07591447
0,073263358
0,070759254
0,068265017
0,065910669
0,063627651
0,06141419
0,059268542
0,05724631
0,055229685
0,05333027
0,051436148
0,049653245
0,047925641
0,046300912
0,044678259
0,043106627
0,041629939
0,040155036
0,038770068
0,037428519
0,03612919
0,034870916
0,033652552
0,032510551
0,031367669
0,030261448
0,029225465
0,028222214
0,02721796
0,026278279
0,025368583
0,024488007
0,023635709
0,022810866
0,022012678
0,021267399
0,020519444
0,019795878
0,019120838
0,018443198
0,017811353
0,017199822
0,016585767
0,01601368
0,015460128
0,014924555
0,01440642
0,013905196
0,013420371
0,012951448
0,012497942
0,012076597
0,011652033
0,011241524
0,010860434
