1;0,1844
2;0,1781
3;0,1763
4;0,1748
5;0,1833
6;0,1847
7;0,1874
8;0,1901
9;0,1925
10;0,1945
11;0,1967
12;0,1985
13;0,2001
14;0,2014
15;0,2026
16;0,2026
17;0,2022
18;0,2018
19;0,2015
20;0,2012
21;0,201
22;0,2007
23;0,2005
24;0,2004
25;0,2003
26;0,2002
27;0,2001
28;0,2001
29;0,2
30;0,2
31;0,2003
32;0,2006
33;0,2008
34;0,2011
35;0,2014
36;0,2017
37;0,2019
38;0,2022
39;0,2025
40;0,2027
