0,995867151
0,988008928
0,977716871
0,966518709
0,955432169
0,943501587
0,930781042
0,917071435
0,902449574
0,887115787
0,872087948
0,856318269
0,840561993
0,825520681
0,811885752
0,79992651
0,788446632
0,776671865
0,763836879
0,748936994
0,73195213
0,713075765
0,692723505
0,671687397
0,649850391
0,627742248
0,60574427
0,583595328
0,561833008
0,540348094
0,519187202
0,49854839
0,478618284
0,459112577
0,440208496
0,421922166
0,404265132
0,387244753
0,370864598
0,355124819
0,340022527
0,325419044
0,311444945
0,297962695
0,285093621
0,272824403
0,260901987
0,249560136
0,238668489
0,228328653
0,218306309
0,208809896
0,199717686
0,190918382
0,182603043
0,174562453
0,166976783
0,159646965
0,152655632
0,145905868
0,139475205
0,133351558
0,127523002
0,121902287
0,116557771
0,111477999
0,106582702
0,101867105
0,097391405
0,09314493
0,088995115
0,085120778
0,08139163
0,07780342
0,074351962
0,071085298
0,067994415
0,064972726
0,062115984
0,059415885
0,056775645
0,054282125
0,051886155
0,049624716
0,047451812
0,045364466
0,043359779
0,041434927
0,039621155
0,037879504
0,036207458
0,034633279
0,033092133
0,031642156
0,030250484
0,028915023
0,027659588
0,026429627
0,025274096
0,024165374
0,023101741
0,022081534
0,021124088
0,020185211
0,019304615
0,018441121
0,017631705
0,016855552
0,016128319
0,015414351
0,014730012
0,014089347
0,013460346
0,012871816
0,012307601
0,011766764
0,011248398
0,01075163
0,010287391
0,009830896
0,009393576
0,008985218
0,008593787
0,008208822
0,007849633
0,007505442
0,007175654
0,006859699
0,006557027
0,006267109
0,005996986
0,005730787
0,005475878
0,005238552
0,005004627
0,004786945
0,00457838
0,00437276
0,004181559
0,003998412
0,003822993
0,00365499
0,003494102
0,00334004
0,003192526
0,003051293
0,002920207
0,002790619
0,002666578
0,00255153
