0,012825;0,008632;0,005057;0,002448;0,000964
0,025500;0,017930;0,011516;0,006690;0,004009
0,040197;0,029368;0,020118;0,012947;0,008042
0,073879;0,056779;0,041926;0,029948;0,021108
0,109447;0,086630;0,066608;0,050092;0,037400
0,161572;0,130978;0,103890;0,081139;0,063120
0,193569;0,158216;0,126807;0,100263;0,079038
0,237421;0,195428;0,157970;0,126126;0,100475
0,298752;0,247006;0,200662;0,161126;0,129244
0,399418;0,331416;0,269965;0,217097;0,174370
