0,03;0,99
0,11;2,12
0,22;3,24
0,37;4,4
0,56;5,59
0,74;6,72
0,93;7,83
1,1;8,82
1,29;9,8
1,49;10,76
1,65;11,64
1,83;12,52
2,01;13,34
2,2;14,17
2,4;15,01
2,56;15,73
2,73;16,46
2,91;17,2
3,1;17,95
3,29;18,71
3,43;19,4
3,58;20,1
3,73;20,8
3,89;21,52
4,06;22,24
4,24;22,96
4,42;23,69
4,61;24,43
4,81;25,17
5,02;25,93
