4,13
4,13
4,13
4,13
3,63
3,63
3,63
3,63
3,25
3,25
3,25
3,25
2,7
2,7
2,7
2,7
2,43
2,43
2,43
2,43
2,18
2,18
2,18
2,18
1,58
1,58
1,58
1,58
1,11
1,11
1,11
1,11
1,14
1,14
1,14
1,14
2,09
2,09
2,09
2,09
2,33
2,33
2,33
2,33
2,24
2,24
2,24
2,24
2,1
2,1
2,1
2,1
2,15
2,15
2,15
2,15
2,19
2,19
2,19
2,19
2,18
2,18
2,18
2,18
2,13
2,13
2,13
2,13
3,29
3,29
3,29
3,29
0,29
0,29
0,29
0,29
1,62
1,62
1,62
1,62
2,71
2,71
2,71
2,71
2,5
2,5
2,5
2,5
1,35
1,35
1,35
1,35
0,44
0,44
0,44
0,44
0,18
0,18
0,18
0,18
0,23
0,23
0,23
0,23
1,53
1,53
1,53
1,53
1,76
1,76
1,76
1,76
1,19
1,19
1,19
1,19
0,25
0,25
0,25
0,25
2,6
2,6
