1,005682104
1,009973996
1,012554054
1,013553659
1,012898894
1,010625356
1,008087158
1,003125483
0,99721432
0,990450494
0,983863644
0,975140635
0,965930161
0,957458946
0,950218817
0,944426218
0,939305462
0,933673007
0,926255318
0,916484994
0,903765068
0,888658063
0,871457965
0,852731899
0,832909878
0,812250727
0,79102998
0,769533603
0,747837608
0,726014522
0,704349027
0,682905998
0,661744094
0,640915917
0,620468207
0,600442072
0,580873254
0,561792414
0,543225436
0,525193738
0,507714597
0,490598842
0,474063476
0,457917499
0,442367744
0,427222744
0,412679637
0,398547686
0,384829932
0,371710049
0,358820941
0,346522906
0,33463133
0,322971908
0,311884793
0,301026064
0,290722742
0,280641109
0,270939071
0,261455559
0,252492275
0,243736794
0,23518896
0,227132261
0,219131416
0,211602973
0,204261757
0,197106333
0,19026324
0,183722611
0,177351726
0,1711486
0,165228799
0,159467325
0,153974554
0,148630591
0,143433131
0,138485107
0,133674053
0,128997602
0,124551654
0,120230944
0,116033109
0,111955784
0,108086064
0,10432784
0,100678814
0,097219981
0,093861772
0,090601993
0,08743847
0,08436905
0,081465315
0,078647793
0,07591447
0,073263358
0,070692498
0,068265017
0,065847216
0,063565783
0,061353882
0,059268542
0,057188991
0,055173852
0,053275843
0,051436148
0,049653245
0,047925641
0,046251873
0,044630508
0,043106627
0,041584643
0,040155036
0,038770068
0,037428519
0,03612919
0,034870916
0,033652552
0,032472983
0,03133112
0,030261448
0,029190848
0,028188514
0,02721796
0,026278279
0,025368583
0,024457822
0,023635709
0,022810866
0,022012678
0,021240363
0,020493161
0,019795878
0,019095978
0,018443198
0,017811353
0,017176962
0,016585767
0,01601368
0,015460128
0,014924555
0,01440642
0,013905196
0,013420371
0,012951448
0,012497942
0,012059382
0,011652033
0,011241524
0,010844639
