0,948775605
0,89671764
0,857623258
0,82232649
0,789033961
0,757963028
0,72963193
0,701250163
0,675983766
0,650682941
0,628724522
0,608537228
0,589720565
0,570447221
0,553505584
0,536048353
0,520473759
0,505831114
0,491692786
0,477509693
0,462986644
0,448214005
0,433310922
0,418418989
0,403696144
0,389018371
0,374657435
0,360499767
0,346726683
0,333325595
0,320189358
0,307594652
0,295244965
0,283413093
0,27190089
0,260791118
0,250161925
0,239822813
0,229939928
0,220413474
0,211232995
0,202388233
0,193949392
0,185823153
0,177999787
0,170545258
0,163297681
0,156469538
0,149830356
0,143514352
0,137440848
0,131601638
0,126052976
0,120719721
0,115594365
0,110669623
0,1059965
0,101450485
0,097139616
0,093053085
0,089075965
0,085308196
0,081640949
0,078168921
0,074835938
0,071682265
0,068610724
0,065706152
0,062918507
0,060243353
0,057676408
0,055213545
0,052850781
0,050620243
0,048445214
0,046393046
0,044424401
0,04250418
0,040693922
0,038987713
0,037321853
0,035724431
0,034192758
0,032750648
0,031341968
0,030016351
0,028745148
0,027502953
0,02633491
0,025215024
0,024141371
0,023112106
0,02212545
0,021179697
0,020291697
0,019422279
0,018589044
0,017807272
0,017041525
0,016323426
0,01561984
0,014960358
0,014314015
0,013708483
0,013128064
0,012571738
0,012026172
0,011515547
0,01102618
0,010557205
0,010107789
0,009677133
0,009264471
0,008869066
0,008490212
0,008127229
0,007788203
0,007454733
0,007135268
0,006829231
0,00653607
0,006262579
0,005993341
0,005742284
0,005495046
0,005258251
0,0050376
0,004820194
0,004617704
0,004418123
0,004232321
0,004049125
0,003878655
0,003715291
0,003554134
0,003404275
0,003260672
0,003118936
0,002987226
0,002861024
0,002736398
0,002620667
0,002509782
0,002403543
0,002301757
0,002201155
0,002107839
0,00201844
0,001932796
0,00185075
